text_translated,liststring
good application help simple practical easy,aplikasi bagus bantu simple praktis mudah
"at first the use was really good, it helped 2 days qpos was really hard to enter pospay, just help how about qpos again, thanks",awal2 pengunan bagus banget bantu 2hr qpos susah banget masuk pospay saja bantu gmn qpos lagi trmksh
nice help easy to understand,bagus bantu mudah erti
"the apk is really cool, it's really easy to help",in apk emang keren sangt bantu mudah
"Pos Indonesia Courier is steady, advanced level, spirit",pos indonesia courier mantap tingkat maju semangat
good application for easy postal service users,aplikasi bagus untuk mudah penguna jasa pos
"olshopper stone application, hopefully satisfied SL consumers, take care, thank you pos Indonesia",aplikasi batu olshoper moga puas komsumen sl jaga terima kasih pos indonesia
easy application to help online business,aplikasi mudah bantu bisnis online
"lazy to use jsa cod postal if you don't go home it's not slow the courier is lazy, especially when it comes to rural areas",males pakai jsa cod pos kalau ngk pulang blom lambat kurir males2 qpalagi antar pedesan
good trade olshop,bagus dagang olshop
"simple communicative application, easy to sell, thank you pos Indonesia",aplikasi simpel komunikatif mudah seler trimakasih pos indonesia
Trouble how to buy a complaint waiting for a smooth application,trobel bagaimana beli komplain nungu aplkasi lancar
where to send cheap fast,antar mana kirim murah cepat
try good motherland win trouble app,coba baik pertiwi menang aplikasi trouble
I hope the post progresses to be competitive in the advanced era of technology,moga pos mjau kembang saing era maju teknologi
please track what was active sent yesterday help,tolong lacak kirim aktif apa kemarin bantu
easy to sell thank you pos indonesia,mudah jual terima kasih pos indonesia
"easy complete pospay application, need to pay",aplikasi pospay lengkap mudah butuh bayar bayar
"the application for doing business capital online, nice, posjuara, is really good, I swear",aplikasi guna laku modal usaha online nice posjuara bagus banget sumpah
pospay sync account bug,bug akun sinkron pospay
"the application is fussy, forgets to pin, doesn't have a cellphone number, email also doesn't work like yesterday's robbery, money pln doesn't make you dizzy",aplikasi rewel lupa pin ngak nomor hp email juga ngak bumn seperti rampok kemarin duit pln ngak bikin pusing ngent
"service to the post office of Sidoarjo, professional people",layan muas kantor pos sidoarjo orang2 profesional
good app easy business,aplikasi bagus mudah bisnis
good app easy help,aplikasi bagus bantu mudah
hurry up courier field,gera lambat bidang kurir
"great application, easy poko, thanks pos Indonesia",aplikasi mantap poko mudah trimakasih pos indonesia
just opened how is this,baru buka bagaimana ini
hard to check rates,susah cek tarif
"Bun, try it, good luck lot lot",bun coba moga lancar jaya lot lot
good application help olshop send goods thank you pos indonesia,aplikasi bagus bantu olshop kirim barang terima kasih pos indonesia
trouble sistem cod eror,trouble sistem cod eror
"help with information on rates, send, track, send, thank you, PT Pos Indonesia",bantu informasi tarif kirim lacak kirim trimakasih pt pos indonesia
"registration is difficult to enter correctly, enter the phone number already but the incoming code sms is annoying",registrasi susah benar masukkan no telpon sudah tapi sms kode masuk2 ngeselin
"complete application, great, cod menu, delivery, it's easier to sell online",aplikasi lengkap mantap menu cod kirimam lbh gampang jual online
simple application to help umkm laku,aplikasi simple bantu laku umkm
"Thank God the post office was able to launch the Posaja application, it's easy for postal friends to check the rates, to track the shipment, hope it's good again, amen, PosIndonesia, the champion of Rancakbana",alhamdulilah kantor pos bisa luncur aplikasi posaja mudah sahabat pos pebisol ngecek tarif ngelacak kirimanya moga depa bagus lagi aamin posindonesiajuara rancakbana
"great, this sophisticated post is waiting for you to send Indonesia, it's easy",mantap pos cangih ini tungu tungu kirim indonesia gampang
"The admin country cod solution is quite cheap, hopefully the service between levels is good and then innovation",solusi cod negeri adminya lumayan murah harapanya layan antar tingkat bagus trus inovasi
"posindo is committed to serve wholeheartedly, serve well so that the benefits of Indonesia are among the country's posindo the best",posindo komitmen layan sepenuh hati layan baik sehinga manfatnya indonesia kalang negeri posindo the best
new updates hard to order new delicious,update baharu susah order enak baharu
help free queue delivery process,bantu bebas antri proses kirim
"good, accurate, cool, postage",bagus akurat kece ongkos kirim
"download dog apk, if you use login first, register error, the dirt apk is used to throw it away",apk anjing download kalau pakai login dulu daftar eror lah apk kotoran pakai buang
"the customer has received the item, cod, I know the computer processes money, doesn't deposit money, trades money, please hurry up",customer sudah nerima barang tuh cod eh tahu komputer proses uang ngak setorin dagang uang muter tolong gercep
"the delivery is via cod, the post office has sent it to the post office, ordered it to take it, the consumer returns, cancels the item at a loss, complains, sells, risks loss",pengirimanya via cod eh barang sudah kantor pos suruh terima ambil konsumen me return cancel barang rugi keluh jual resiko rugi
"often upgraded and more damaged yesterday, now I have written the complete address including the address, how come even though the address is correct, the ID card is lost, cod if you need to send gbsa",sering diupgrade tambah rusak kmarin udh skrang sudah nulis alamat lengkap tercntum almatnya gmn sih pdhal sdah bner alamat ktp rugi cod klu gin hrusny brang dkirim gbsa
take money fast easy,ambil uang cepat gampang
tracking web turn tracking funny apps,tracking web gilir tracking aplikasi lucu
to help please level,guna bantu moga tingkat
it's good to check the appropriate shipping rates,bagus ngecek tarif kirim sesuai
great this is the pencil area of ​​the island reach nich,mantap ini daerah pencil pulau jangkau nich
"open the application, make an order also use the web if you open it",aplikasi buka bikin order juga pakai web kalau buka
send postal goods cheap easy,kirim barang pos mudah murah
"send a cheap postal mail package, safe, fast, good post, no opponent",kirim paket surat pos murah aman cepat pos baik tiada lawan
"cool, this is the result of tracking send comes a photo received",keren ini hasil lacak kirim nimbul foto terima
easy -to -understand auxiliary application,aplikasi bantu mudah erti
"it's easy for pebisol to check postage, check what delivery, thank you pos Indonesia jaya always",mudah pebisol cek ongkos kirim cek kirim apa terima kasih pos indonesia jaya slalu
please be good error is good,tolong baik eror bagus
help the new application pt pos indonesia persero which package to send dmna,bantu aplikasi baru pt pos indonesia persero kirim paket mana dmna
"seriously asking where is the liquid money complaint, have you sent cod 4 packets of 1 liquid money, the capital is asking the post office to tell you to wait",serius bertanya komplen uang cair mana udh kirim cod 4 paket 1 cair uang muter modal bertanya kantor pos suruh nungu
sat post office package postal org send my wa if post office package date hbgi pick up hbgi office org service response is bad in chat clearly the pospay application is also responded,sat paket kantor pos org pos kirim wa saya kalau paket kantor pos tanggal hbgi jemput hbgi org kantor respon layan buruk dichat jelas aplikasi pospay juga direspon
